annonce_id,annonce_state,city,country,created_at,end_date,phone_number,premium,price,quantity,start_date,title,transaction,updated_at,vehicle_id,vendor_id
6575,ACTIVE,"Brest, 29200",France,2024-12-31 15:11:28.283393,2025-02-28 15:11:28.283399,+33 630 09 79 61,f,2252,1,2024-12-31 15:11:28.283399,Honda Shadow Phantom 2023 - 24142 km - Neuf,Vente,2024-12-31 15:11:28.283397,8774,16346
6576,ACTIVE,"Toulon, 83000",France,2024-12-31 15:11:28.574205,2025-02-28 15:11:28.574211,+33 753 25 85 23,f,12902,1,2024-12-31 15:11:28.57421,KTM Freeride E-XC 2010 - 42606 km - Occasion,Vente,2024-12-31 15:11:28.574209,8775,15419
6577,ACTIVE,"Toulon, 83000",France,2024-12-31 15:11:29.125296,2025-02-28 15:11:29.125303,+33 653 88 65 44,f,17600,1,2024-12-31 15:11:29.125302,Toyota Corolla Neuve 2022 - 104630 Électrique km,Vente,2024-12-31 15:11:29.125301,8776,14605
6578,ACTIVE,"Brest, 29200",France,2024-12-31 15:11:29.819813,2025-02-28 15:11:29.819822,+33 703 43 75 81,f,97,1,2024-12-31 15:11:29.819821,Yamaha MT-07 2017 - 16323 km - Peu Endommagé,Location,2024-12-31 15:11:29.81982,8777,15093
6579,ACTIVE,"Dunkerque, 59140",France,2024-12-31 15:11:30.103915,2025-02-28 15:11:30.103921,+33 744 95 98 58,f,100,1,2024-12-31 15:11:30.103921,Chevrolet Silverado Occasion 2019 - 136903 Diesel km,Location,2024-12-31 15:11:30.103919,8778,15177
6580,ACTIVE,"Lille, 59000",France,2024-12-31 15:11:30.43762,2025-02-28 15:11:30.437623,+33 728 07 21 84,f,73,1,2024-12-31 15:11:30.437623,BMW Serie 6 Occasion 2022 - 34673 Hybride km,Location,2024-12-31 15:11:30.437622,8779,15797
6581,ACTIVE,"Montpellier, 34000",France,2024-12-31 15:11:30.758043,2025-02-28 15:11:30.758048,+33 639 04 03 68,f,39022,1,2024-12-31 15:11:30.758048,Hyundai Azera Neuve 2019 - 68329 Hybride km,Vente,2024-12-31 15:11:30.758046,8780,15323
6582,ACTIVE,"Créteil, 94000",France,2024-12-31 15:11:30.955035,2025-02-28 15:11:30.955039,+33 689 80 97 59,f,49,1,2024-12-31 15:11:30.955038,BMW R1250GS 2013 - 41380 km - Peu Endommagé,Location,2024-12-31 15:11:30.955037,8781,14919
6583,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:11:31.254334,2025-02-28 15:11:31.254338,+33 631 16 11 39,f,37523,1,2024-12-31 15:11:31.254337,Honda Insight Neuve 2017 - 20487 Essence km,Vente,2024-12-31 15:11:31.254336,8782,15955
6584,ACTIVE,"Bastia, 20200",France,2024-12-31 15:11:31.541218,2025-02-28 15:11:31.541225,+33 713 44 10 19,f,5636,1,2024-12-31 15:11:31.541224,Triumph Rocket 3 2023 - 9600 km - Occasion,Vente,2024-12-31 15:11:31.541222,8783,16457
6585,ACTIVE,"Saint-Étienne, 42000",France,2024-12-31 15:11:31.805586,2025-02-28 15:11:31.805592,+33 781 67 32 16,f,62,1,2024-12-31 15:11:31.805592,Honda Odyssey Occasion 2013 - 141573 Essence km,Location,2024-12-31 15:11:31.80559,8784,15724
6586,ACTIVE,"Lille, 59000",France,2024-12-31 15:11:32.057787,2025-02-28 15:11:32.057792,+33 702 34 83 89,f,12620,1,2024-12-31 15:11:32.057791,KTM 790 Adventure 2013 - 28739 km - Neuf,Vente,2024-12-31 15:11:32.05779,8785,15783
6587,ACTIVE,"Besançon, 25000",France,2024-12-31 15:11:32.324777,2025-02-28 15:11:32.324785,+33 744 60 87 09,f,160,1,2024-12-31 15:11:32.324784,Mercedes-Benz CLS Occasion 2014 - 38081 Essence km,Location,2024-12-31 15:11:32.324783,8786,15488
6588,ACTIVE,"Corte, 20250",France,2024-12-31 15:11:32.592815,2025-02-28 15:11:32.59282,+33 743 12 04 24,f,11423,1,2024-12-31 15:11:32.59282,Chevrolet Tahoe Occasion 2013 - 17167 Essence km,Vente,2024-12-31 15:11:32.592818,8787,14643
6589,ACTIVE,"Argenteuil, 95100",France,2024-12-31 15:11:32.880822,2025-02-28 15:11:32.880826,+33 615 63 36 32,f,158,1,2024-12-31 15:11:32.880825,Volkswagen Polo Neuve 2021 - 18883 Essence km,Location,2024-12-31 15:11:32.880824,8788,16102
6590,ACTIVE,"Caen, 14000",France,2024-12-31 15:11:33.08075,2025-02-28 15:11:33.080754,+33 631 53 52 30,f,26424,1,2024-12-31 15:11:33.080754,BMW Serie 5 Neuve 2013 - 36266 Électrique km,Vente,2024-12-31 15:11:33.080752,8789,16721
6591,ACTIVE,"Reims, 51100",France,2024-12-31 15:11:33.313555,2025-02-28 15:11:33.313558,+33 760 57 94 18,f,17730,1,2024-12-31 15:11:33.313558,Honda Odyssey Occasion 2020 - 81712 Diesel km,Vente,2024-12-31 15:11:33.313557,8790,14549
6592,ACTIVE,"Toulouse, 31000",France,2024-12-31 15:11:33.652349,2025-02-28 15:11:33.652354,+33 650 62 05 62,f,2858,1,2024-12-31 15:11:33.652353,Triumph Thruxton 2021 - 41409 km - Occasion,Vente,2024-12-31 15:11:33.652352,8791,16179
6593,ACTIVE,"Toulouse, 31000",France,2024-12-31 15:11:33.849609,2025-02-28 15:11:33.849613,+33 616 23 85 01,f,169,1,2024-12-31 15:11:33.849612,Audi Q3 Occasion 2016 - 10071 Hybride km,Location,2024-12-31 15:11:33.849611,8792,15095
6594,ACTIVE,"Limoges, 87000",France,2024-12-31 15:11:34.045572,2025-02-28 15:11:34.045576,+33 794 89 56 49,f,60,1,2024-12-31 15:11:34.045575,Ducati Multistrada 2010 - 4073 km - Neuf,Location,2024-12-31 15:11:34.045574,8793,16072
6595,ACTIVE,"Montreuil, 93100",France,2024-12-31 15:11:34.300848,2025-02-28 15:11:34.300855,+33 747 98 21 76,f,22053,1,2024-12-31 15:11:34.300854,Hyundai Palisade Neuve 2017 - 91976 Diesel km,Vente,2024-12-31 15:11:34.300853,8794,16870
6596,ACTIVE,"Angers, 49000",France,2024-12-31 15:11:34.614315,2025-02-28 15:11:34.614325,+33 635 43 21 40,f,64,1,2024-12-31 15:11:34.614324,BMW F750GS 2013 - 43020 km - Occasion,Location,2024-12-31 15:11:34.614322,8795,15438
6597,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:11:34.934616,2025-02-28 15:11:34.934668,+33 740 48 03 84,f,10366,1,2024-12-31 15:11:34.934667,Honda CRF450R 2010 - 6534 km - Occasion,Vente,2024-12-31 15:11:34.934665,8796,15994
6598,ACTIVE,"Argenteuil, 95100",France,2024-12-31 15:11:35.230255,2025-02-28 15:11:35.230259,+33 742 43 82 41,f,29913,1,2024-12-31 15:11:35.230258,Mercedes-Benz GLA Neuve 2014 - 40232 Essence km,Vente,2024-12-31 15:11:35.230257,8797,16072
6599,ACTIVE,"Saint-Étienne, 42000",France,2024-12-31 15:11:35.485715,2025-02-28 15:11:35.485717,+33 614 48 20 38,f,19702,1,2024-12-31 15:11:35.485717,Volkswagen Golf Occasion 2012 - 11277 Hybride km,Vente,2024-12-31 15:11:35.485717,8798,16720
6600,ACTIVE,"Le Mans, 72000",France,2024-12-31 15:11:35.715834,2025-02-28 15:11:35.715842,+33 648 48 47 48,f,69,1,2024-12-31 15:11:35.715842,Chevrolet Malibu Occasion 2010 - 64899 Hybride km,Location,2024-12-31 15:11:35.71584,8799,14445
6601,ACTIVE,"Dijon, 21000",France,2024-12-31 15:11:36.187509,2025-02-28 15:11:36.187518,+33 656 11 52 04,f,12313,1,2024-12-31 15:11:36.187517,Hyundai Azera Neuve 2018 - 118732 Hybride km,Vente,2024-12-31 15:11:36.187516,8800,14484
6602,ACTIVE,"Ajaccio, 20000",France,2024-12-31 15:11:36.711843,2025-02-28 15:11:36.711912,+33 623 50 12 84,f,9519,1,2024-12-31 15:11:36.711891,Indian FTR 2011 - 27177 km - Occasion,Vente,2024-12-31 15:11:36.711871,8801,16100
6603,ACTIVE,"Clermont-Ferrand, 63000",France,2024-12-31 15:11:37.007677,2025-02-28 15:11:37.007682,+33 741 52 75 55,f,29039,1,2024-12-31 15:11:37.007681,Chevrolet Equinox Occasion 2016 - 16966 Hybride km,Vente,2024-12-31 15:11:37.00768,8802,15929
6604,ACTIVE,"Lille, 59000",France,2024-12-31 15:11:37.235659,2025-02-28 15:11:37.235663,+33 704 97 85 11,f,132,1,2024-12-31 15:11:37.235663,Volkswagen Atlas Occasion 2014 - 56444 Électrique km,Location,2024-12-31 15:11:37.235662,8803,16839
6605,ACTIVE,"Toulouse, 31000",France,2024-12-31 15:11:37.521402,2025-02-28 15:11:37.521408,+33 662 00 77 94,f,104,1,2024-12-31 15:11:37.521407,Honda Odyssey Occasion 2016 - 7478 Électrique km,Location,2024-12-31 15:11:37.521406,8804,15985
6606,ACTIVE,"Nanterre, 92000",France,2024-12-31 15:11:37.809875,2025-02-28 15:11:37.809879,+33 646 54 98 07,f,83,1,2024-12-31 15:11:37.809878,BMW R nineT 2023 - 1581 km - Peu Endommagé,Location,2024-12-31 15:11:37.809877,8805,15151
6607,ACTIVE,"Annecy, 74000",France,2024-12-31 15:11:38.000293,2025-02-28 15:11:38.000297,+33 687 58 77 22,f,124,1,2024-12-31 15:11:38.000296,Audi A7 Occasion 2021 - 138534 Électrique km,Location,2024-12-31 15:11:38.000295,8806,15423
6608,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:11:38.298445,2025-02-28 15:11:38.29848,+33 624 32 06 32,f,19492,1,2024-12-31 15:11:38.298448,Honda Odyssey Occasion 2010 - 78208 Diesel km,Vente,2024-12-31 15:11:38.298447,8807,15350
6609,ACTIVE,"Avignon, 84000",France,2024-12-31 15:11:38.592303,2025-02-28 15:11:38.592307,+33 792 58 27 95,f,88,1,2024-12-31 15:11:38.592306,Yamaha V Star 250 2014 - 22009 km - Neuf,Location,2024-12-31 15:11:38.592305,8808,14909
6610,ACTIVE,"Metz, 57000",France,2024-12-31 15:11:38.836905,2025-02-28 15:11:38.836909,+33 603 29 44 11,f,72,1,2024-12-31 15:11:38.836908,Indian Challenger 2021 - 3071 km - Occasion,Location,2024-12-31 15:11:38.836907,8809,16865
6611,ACTIVE,"Marseille, 13000",France,2024-12-31 15:11:39.129152,2025-02-28 15:11:39.129156,+33 793 12 57 34,f,98,1,2024-12-31 15:11:39.129155,Suzuki GSX-R1000 2019 - 32775 km - Neuf,Location,2024-12-31 15:11:39.129154,8810,14832
6612,ACTIVE,"Saint-Denis, 93200",France,2024-12-31 15:11:39.483541,2025-02-28 15:11:39.483549,+33 723 30 45 04,f,5297,1,2024-12-31 15:11:39.483548,Triumph Tiger 1200 2022 - 16169 km - Peu Endommagé,Vente,2024-12-31 15:11:39.483547,8811,16100
6613,ACTIVE,"Le Havre, 76600",France,2024-12-31 15:11:39.743299,2025-02-28 15:11:39.743304,+33 613 61 02 93,f,64,1,2024-12-31 15:11:39.743303,Chevrolet Colorado Neuve 2010 - 8110 Hybride km,Location,2024-12-31 15:11:39.743302,8812,16095
6614,ACTIVE,"Lyon, 69000",France,2024-12-31 15:11:39.937555,2025-02-28 15:11:39.93756,+33 645 83 46 65,f,55,1,2024-12-31 15:11:39.937559,BMW G310R 2012 - 13519 km - Peu Endommagé,Location,2024-12-31 15:11:39.937558,8813,15822
6615,ACTIVE,"Saint-Tropez, 83990",France,2024-12-31 15:11:40.215404,2025-02-28 15:11:40.215408,+33 667 92 03 00,f,76,1,2024-12-31 15:11:40.215407,Kawasaki Vulcan S 2016 - 25699 km - Peu Endommagé,Location,2024-12-31 15:11:40.215407,8814,16078
6616,ACTIVE,"Caen, 14000",France,2024-12-31 15:11:40.408801,2025-02-28 15:11:40.408804,+33 692 60 36 53,f,40198,1,2024-12-31 15:11:40.408804,BMW Serie 6 Occasion 2012 - 126021 Hybride km,Vente,2024-12-31 15:11:40.408803,8815,16122
6617,ACTIVE,"Grenoble, 38000",France,2024-12-31 15:11:40.690358,2025-02-28 15:11:40.690366,+33 664 73 94 13,f,190,1,2024-12-31 15:11:40.690365,BMW Serie 6 Neuve 2016 - 24700 Essence km,Location,2024-12-31 15:11:40.690364,8816,14421
6618,ACTIVE,"Dunkerque, 59140",France,2024-12-31 15:11:40.977128,2025-02-28 15:11:40.977134,+33 796 29 63 00,f,133,1,2024-12-31 15:11:40.977133,Hyundai Santa Fe Neuve 2022 - 67916 Électrique km,Location,2024-12-31 15:11:40.977132,8817,16309
6619,ACTIVE,"Caen, 14000",France,2024-12-31 15:11:41.184551,2025-02-28 15:11:41.18456,+33 766 93 47 09,f,85,1,2024-12-31 15:11:41.184559,Volkswagen Passat Occasion 2021 - 35338 Hybride km,Location,2024-12-31 15:11:41.184558,8818,15280
6620,ACTIVE,"Rennes, 35000",France,2024-12-31 15:11:41.505542,2025-02-28 15:11:41.505551,+33 709 73 53 42,f,30321,1,2024-12-31 15:11:41.50555,Audi A4 Occasion 2013 - 10585 Essence km,Vente,2024-12-31 15:11:41.505549,8819,14934
6621,ACTIVE,"Toulon, 83000",France,2024-12-31 15:11:41.735043,2025-02-28 15:11:41.735048,+33 650 51 35 30,f,13743,1,2024-12-31 15:11:41.735047,Triumph Speed Triple 2018 - 1904 km - Neuf,Vente,2024-12-31 15:11:41.735046,8820,16305
6622,ACTIVE,"Saint-Denis, 93200",France,2024-12-31 15:11:42.182089,2025-02-28 15:11:42.182095,+33 714 91 35 86,f,25420,1,2024-12-31 15:11:42.182094,Mercedes-Benz GLA Neuve 2022 - 109101 Essence km,Vente,2024-12-31 15:11:42.182093,8821,16383
6623,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:11:42.755005,2025-02-28 15:11:42.755013,+33 692 25 11 22,f,13691,1,2024-12-31 15:11:42.755012,Triumph Tiger 1200 2020 - 29002 km - Neuf,Vente,2024-12-31 15:11:42.755011,8822,16206
6624,ACTIVE,"Argenteuil, 95100",France,2024-12-31 15:11:43.098952,2025-02-28 15:11:43.098958,+33 661 82 17 10,f,36218,1,2024-12-31 15:11:43.098957,BMW Serie 6 Occasion 2010 - 7194 Hybride km,Vente,2024-12-31 15:11:43.098956,8823,15749
6625,ACTIVE,"Poitiers, 86000",France,2024-12-31 15:11:43.483483,2025-02-28 15:11:43.483493,+33 735 08 19 90,f,21518,1,2024-12-31 15:11:43.483492,Hyundai Accent Neuve 2021 - 57619 Électrique km,Vente,2024-12-31 15:11:43.483491,8824,15998
6626,ACTIVE,"Saint-Denis, 93200",France,2024-12-31 15:11:43.708923,2025-02-28 15:11:43.708932,+33 603 16 46 74,f,6268,1,2024-12-31 15:11:43.708931,Triumph Rocket 3 2018 - 40714 km - Peu Endommagé,Vente,2024-12-31 15:11:43.70893,8825,16263
6627,ACTIVE,"Perpignan, 66000",France,2024-12-31 15:11:43.9993,2025-02-28 15:11:43.999308,+33 690 82 20 21,f,7098,1,2024-12-31 15:11:43.999307,Honda Africa Twin 2017 - 20782 km - Neuf,Vente,2024-12-31 15:11:43.999306,8826,14729
6628,ACTIVE,"Colmar, 68000",France,2024-12-31 15:11:44.295329,2025-02-28 15:11:44.295333,+33 691 64 20 53,f,17022,1,2024-12-31 15:11:44.295332,Mercedes-Benz CLA Occasion 2016 - 104670 Électrique km,Vente,2024-12-31 15:11:44.295331,8827,14662
6629,ACTIVE,"Strasbourg, 67000",France,2024-12-31 15:11:44.653924,2025-02-28 15:11:44.653934,+33 629 30 42 57,f,160,1,2024-12-31 15:11:44.653933,Hyundai Ioniq Occasion 2012 - 148281 Essence km,Location,2024-12-31 15:11:44.653931,8828,15979
6630,ACTIVE,"Calais, 62100",France,2024-12-31 15:11:44.903424,2025-02-28 15:11:44.903432,+33 780 54 81 75,f,13043,1,2024-12-31 15:11:44.90343,Honda Ridgeline Occasion 2017 - 9771 Essence km,Vente,2024-12-31 15:11:44.903429,8829,14632
6631,ACTIVE,"Grenoble, 38000",France,2024-12-31 15:11:45.199184,2025-02-28 15:11:45.199189,+33 623 50 74 87,f,5868,1,2024-12-31 15:11:45.199188,Triumph Thruxton 2016 - 35758 km - Peu Endommagé,Vente,2024-12-31 15:11:45.199187,8830,16532
6632,ACTIVE,"Ajaccio, 20000",France,2024-12-31 15:11:45.456975,2025-02-28 15:11:45.456978,+33 778 82 91 63,f,5956,1,2024-12-31 15:11:45.456978,Harley-Davidson Trike 2023 - 49296 km - Peu Endommagé,Vente,2024-12-31 15:11:45.456977,8831,15529
6633,ACTIVE,"Paris, 75000",France,2024-12-31 15:11:45.742155,2025-02-28 15:11:45.74216,+33 726 40 85 86,f,8037,1,2024-12-31 15:11:45.742159,Honda Insight Occasion 2011 - 60338 Diesel km,Vente,2024-12-31 15:11:45.742159,8832,15033
6634,ACTIVE,"Lille, 59000",France,2024-12-31 15:11:45.934419,2025-02-28 15:11:45.934423,+33 698 93 63 90,f,90,1,2024-12-31 15:11:45.934423,BMW F850GS 2022 - 16843 km - Occasion,Location,2024-12-31 15:11:45.934421,8833,14781
6635,ACTIVE,"Calais, 62100",France,2024-12-31 15:11:46.189813,2025-02-28 15:11:46.189819,+33 754 90 60 27,f,23413,1,2024-12-31 15:11:46.189818,Nissan Altima Neuve 2021 - 101510 Électrique km,Vente,2024-12-31 15:11:46.189817,8834,14938
6636,ACTIVE,"Cannes, 06400",France,2024-12-31 15:11:46.429434,2025-02-28 15:11:46.429443,+33 734 18 97 56,f,7664,1,2024-12-31 15:11:46.429442,BMW F750GS 2010 - 36841 km - Peu Endommagé,Vente,2024-12-31 15:11:46.42944,8835,15118
6637,ACTIVE,"Grenoble, 38000",France,2024-12-31 15:11:46.621042,2025-02-28 15:11:46.621047,+33 716 21 41 73,f,54,1,2024-12-31 15:11:46.621046,Chevrolet Equinox Neuve 2013 - 48272 Essence km,Location,2024-12-31 15:11:46.621045,8836,14961
6638,ACTIVE,"Tours, 37000",France,2024-12-31 15:11:46.876893,2025-02-28 15:11:46.876899,+33 772 48 26 03,f,13225,1,2024-12-31 15:11:46.876898,KTM Freeride E-XC 2010 - 9926 km - Occasion,Vente,2024-12-31 15:11:46.876897,8837,14397
6639,ACTIVE,"Saint-Tropez, 83990",France,2024-12-31 15:11:47.149956,2025-02-28 15:11:47.14996,+33 615 23 33 42,f,12134,1,2024-12-31 15:11:47.149959,KTM 500 EXC-F 2010 - 34047 km - Neuf,Vente,2024-12-31 15:11:47.149958,8838,15283
6640,ACTIVE,"Perpignan, 66000",France,2024-12-31 15:11:47.43628,2025-02-28 15:11:47.436286,+33 705 95 68 35,f,7426,1,2024-12-31 15:11:47.436285,Ford Explorer Occasion 2010 - 36890 Électrique km,Vente,2024-12-31 15:11:47.436285,8839,16624
6641,ACTIVE,"Nanterre, 92000",France,2024-12-31 15:11:47.659257,2025-02-28 15:11:47.659262,+33 780 08 80 92,f,7511,1,2024-12-31 15:11:47.659261,Honda Passport Neuve 2022 - 18052 Diesel km,Vente,2024-12-31 15:11:47.659259,8840,16858
6642,ACTIVE,"Bastia, 20200",France,2024-12-31 15:11:47.918842,2025-02-28 15:11:47.918846,+33 706 17 93 25,f,16468,1,2024-12-31 15:11:47.918845,Chevrolet Suburban Occasion 2023 - 72478 Essence km,Vente,2024-12-31 15:11:47.918845,8841,16294
6643,ACTIVE,"Reims, 51100",France,2024-12-31 15:11:48.207496,2025-02-28 15:11:48.2075,+33 686 67 53 42,f,157,1,2024-12-31 15:11:48.207499,Chevrolet Malibu Occasion 2013 - 54431 Hybride km,Location,2024-12-31 15:11:48.207498,8842,14669
6644,ACTIVE,"Amiens, 80000",France,2024-12-31 15:11:48.432571,2025-02-28 15:11:48.432576,+33 715 27 67 73,f,65,1,2024-12-31 15:11:48.432576,Harley-Davidson LiveWire 2011 - 7598 km - Occasion,Location,2024-12-31 15:11:48.432575,8843,15851
6645,ACTIVE,"Saint-Denis, 93200",France,2024-12-31 15:11:48.658903,2025-02-28 15:11:48.658907,+33 764 81 47 89,f,25682,1,2024-12-31 15:11:48.658907,Hyundai Palisade Neuve 2022 - 127797 Essence km,Vente,2024-12-31 15:11:48.658906,8844,15107
6646,ACTIVE,"Dijon, 21000",France,2024-12-31 15:11:48.887099,2025-02-28 15:11:48.887104,+33 638 15 51 81,f,8258,1,2024-12-31 15:11:48.887102,Harley-Davidson LiveWire 2021 - 17196 km - Neuf,Vente,2024-12-31 15:11:48.887101,8845,15782
6647,ACTIVE,"Calais, 62100",France,2024-12-31 15:11:49.084308,2025-02-28 15:11:49.084312,+33 654 65 15 78,f,7952,1,2024-12-31 15:11:49.084311,BMW G310R 2012 - 20206 km - Neuf,Vente,2024-12-31 15:11:49.084311,8846,16276
6648,ACTIVE,"Metz, 57000",France,2024-12-31 15:11:49.279117,2025-02-28 15:11:49.279121,+33 724 91 66 35,f,112,1,2024-12-31 15:11:49.27912,Audi A1 Occasion 2021 - 19372 Diesel km,Location,2024-12-31 15:11:49.279119,8847,16240
6649,ACTIVE,"Caen, 14000",France,2024-12-31 15:11:50.605325,2025-02-28 15:11:50.605333,+33 798 81 67 42,f,154,1,2024-12-31 15:11:50.605332,Chevrolet Suburban Neuve 2020 - 82511 Hybride km,Location,2024-12-31 15:11:50.605331,8848,15222
6650,ACTIVE,"Marseille, 13000",France,2024-12-31 15:11:50.951328,2025-02-28 15:11:50.951333,+33 733 94 19 79,f,47,1,2024-12-31 15:11:50.951332,Honda CB650R 2023 - 41177 km - Occasion,Location,2024-12-31 15:11:50.951331,8849,16834
6651,ACTIVE,"Deauville, 14800",France,2024-12-31 15:11:51.152524,2025-02-28 15:11:51.152526,+33 739 61 84 15,f,63,1,2024-12-31 15:11:51.152526,Suzuki Hayabusa 2022 - 3207 km - Occasion,Location,2024-12-31 15:11:51.152526,8850,15256
6652,ACTIVE,"Le Mans, 72000",France,2024-12-31 15:11:51.352865,2025-02-28 15:11:51.352867,+33 726 94 66 25,f,117,1,2024-12-31 15:11:51.352866,Ford F-150 Neuve 2016 - 144595 Essence km,Location,2024-12-31 15:11:51.352866,8851,15066
6653,ACTIVE,"Nanterre, 92000",France,2024-12-31 15:11:51.554158,2025-02-28 15:11:51.554202,+33 607 26 21 89,f,78,1,2024-12-31 15:11:51.554201,Triumph Thruxton 2020 - 14564 km - Neuf,Location,2024-12-31 15:11:51.554197,8852,15690
6654,ACTIVE,"Saint-Denis, 93200",France,2024-12-31 15:11:51.842824,2025-02-28 15:11:51.842827,+33 709 14 43 67,f,31820,1,2024-12-31 15:11:51.842826,Ford F-150 Neuve 2021 - 18316 Diesel km,Vente,2024-12-31 15:11:51.842826,8853,15933
6655,ACTIVE,"Besançon, 25000",France,2024-12-31 15:11:52.15215,2025-02-28 15:11:52.152154,+33 684 63 81 52,f,35,1,2024-12-31 15:11:52.152153,Honda CB650R 2022 - 8351 km - Peu Endommagé,Location,2024-12-31 15:11:52.152152,8854,16173
6656,ACTIVE,"Le Mans, 72000",France,2024-12-31 15:11:52.354785,2025-02-28 15:11:52.354788,+33 664 56 40 84,f,126,1,2024-12-31 15:11:52.354787,Nissan Armada Occasion 2014 - 71982 Diesel km,Location,2024-12-31 15:11:52.354786,8855,14537
6657,ACTIVE,"Rennes, 35000",France,2024-12-31 15:11:52.581899,2025-02-28 15:11:52.581906,+33 632 94 32 62,f,13134,1,2024-12-31 15:11:52.581905,BMW R nineT 2019 - 36938 km - Occasion,Vente,2024-12-31 15:11:52.581904,8856,15983
6658,ACTIVE,"Marseille, 13000",France,2024-12-31 15:11:52.789759,2025-02-28 15:11:52.789767,+33 606 38 39 04,f,3112,1,2024-12-31 15:11:52.789767,Harley-Davidson Trike 2016 - 49479 km - Neuf,Vente,2024-12-31 15:11:52.789766,8857,14705
6659,ACTIVE,"Paris, 75000",France,2024-12-31 15:11:52.984136,2025-02-28 15:11:52.984145,+33 776 44 96 88,f,83,1,2024-12-31 15:11:52.984144,Harley-Davidson Dyna 2012 - 13861 km - Occasion,Location,2024-12-31 15:11:52.984143,8858,14422
6660,ACTIVE,"La Rochelle, 17000",France,2024-12-31 15:11:53.213403,2025-02-28 15:11:53.213408,+33 647 24 73 09,f,94,1,2024-12-31 15:11:53.213407,Volkswagen Arteon Occasion 2011 - 8440 Hybride km,Location,2024-12-31 15:11:53.213407,8859,16113
6661,ACTIVE,"Nanterre, 92000",France,2024-12-31 15:11:53.409349,2025-02-28 15:11:53.409356,+33 621 91 77 27,f,33931,1,2024-12-31 15:11:53.409356,Audi Q5 Occasion 2011 - 86833 Hybride km,Vente,2024-12-31 15:11:53.409355,8860,15868
6662,ACTIVE,"Clermont-Ferrand, 63000",France,2024-12-31 15:11:53.686845,2025-02-28 15:11:53.686851,+33 740 48 34 15,f,99,1,2024-12-31 15:11:53.68685,Triumph Bonneville 2015 - 46027 km - Occasion,Location,2024-12-31 15:11:53.686849,8861,15154
6663,ACTIVE,"Toulon, 83000",France,2024-12-31 15:11:53.916824,2025-02-28 15:11:53.916829,+33 675 07 38 88,f,10971,1,2024-12-31 15:11:53.916828,Ford Bronco Occasion 2018 - 142431 Essence km,Vente,2024-12-31 15:11:53.916827,8862,16663
6664,ACTIVE,"Colmar, 68000",France,2024-12-31 15:11:54.219158,2025-02-28 15:11:54.219162,+33 636 74 15 92,f,37,1,2024-12-31 15:11:54.219161,KTM 690 Enduro R 2023 - 36386 km - Peu Endommagé,Location,2024-12-31 15:11:54.21916,8863,16333
6665,ACTIVE,"Toulouse, 31000",France,2024-12-31 15:11:54.453512,2025-02-28 15:11:54.453553,+33 723 39 83 05,f,8219,1,2024-12-31 15:11:54.453517,Suzuki GSX-S750 2018 - 47535 km - Neuf,Vente,2024-12-31 15:11:54.453516,8864,15264
6666,ACTIVE,"Metz, 57000",France,2024-12-31 15:11:54.678204,2025-02-28 15:11:54.678213,+33 638 42 33 99,f,117,1,2024-12-31 15:11:54.678212,Toyota Prius Neuve 2012 - 19987 Hybride km,Location,2024-12-31 15:11:54.678211,8865,14560
6667,ACTIVE,"Évry-Courcouronnes, 91000",France,2024-12-31 15:11:54.944779,2025-02-28 15:11:54.944786,+33 776 83 10 11,f,108,1,2024-12-31 15:11:54.944785,Chevrolet Colorado Neuve 2018 - 47205 Essence km,Location,2024-12-31 15:11:54.944784,8866,14905
6668,ACTIVE,"Créteil, 94000",France,2024-12-31 15:11:55.425201,2025-02-28 15:11:55.425204,+33 774 66 17 14,f,33466,1,2024-12-31 15:11:55.425204,Nissan Altima Neuve 2011 - 53615 Essence km,Vente,2024-12-31 15:11:55.425203,8867,15139
6669,ACTIVE,"Poitiers, 86000",France,2024-12-31 15:11:55.967078,2025-02-28 15:11:55.967086,+33 701 32 01 52,f,146,1,2024-12-31 15:11:55.967086,Nissan Rogue Occasion 2023 - 131314 Électrique km,Location,2024-12-31 15:11:55.967085,8868,15690
6670,ACTIVE,"Amiens, 80000",France,2024-12-31 15:11:56.459383,2025-02-28 15:11:56.459395,+33 684 49 56 37,f,9967,1,2024-12-31 15:11:56.459394,Hyundai Accent Occasion 2014 - 64925 Hybride km,Vente,2024-12-31 15:11:56.459392,8869,15864
6671,ACTIVE,"Saint-Tropez, 83990",France,2024-12-31 15:11:56.734277,2025-02-28 15:11:56.734286,+33 735 49 95 66,f,7180,1,2024-12-31 15:11:56.734285,Yamaha Tracer 900 2011 - 25013 km - Peu Endommagé,Vente,2024-12-31 15:11:56.734285,8870,16063
6672,ACTIVE,"Perpignan, 66000",France,2024-12-31 15:11:56.966818,2025-02-28 15:11:56.966827,+33 657 07 63 12,f,35,1,2024-12-31 15:11:56.966826,Suzuki SV650 2018 - 16425 km - Neuf,Location,2024-12-31 15:11:56.966826,8871,14487
